# ['Data file recorded 2013/7/10  23:55:5']
# ['%  keyboard_telem with hall effect ']
# ['%  motorgains    = [400, 0, 400, 0, 0, 400, 0, 400, 0, 0]']
# ['%  delta         = [16384, 16384, 16384, 16384]']
# ['%  intervals     = [35, 35, 15, 15]']
# ['% Columns: ']
# ['% seq | time | LPos| RPos | LPWM | RPWM | GyroX | GryoY | GryoZ | GryoZAvg | AX | AY | AZ | LEMF | REMF | BAT | Steer']
740 -18.63  22.43  -2070  -1797    31   173   -43    -4  4097  -554   441    -5     4   927  
743 -18.63  22.43  -2397  -1847    34   285    29     6  4087  -405   312     8     6   927  
746 -18.63  22.43  -2197  -1747    34   285    29    14  4087  -405   312     0     2   927  
750 -18.63  22.43  -1971  -1522    34   285    29    22  4087  -405   312    -9    -7   927  
753 -18.63  22.43  -1971  -1846    34   349    35    30  4054  -334   147    -9     6   927  
756 -18.63  22.43  -2222  -1872    34   349    35    30  4054  -334   147     1     7   926  
760 -18.63  22.43  -2222  -1722    32   252   -35    28  4025  -373   120     1     1   927  
763 -18.63  22.43  -1973  -1523    32   252   -35    22  4025  -373   120    -9    -7   927  
766 -18.63  22.43  -1997  -1571    32   252   -35    15  4025  -373   120    -8    -5   927  
770 -18.63  22.43  -2222  -1825    28   164   -83     9  4085  -516   112     1     5   927  
773 -18.63  22.43  -2096  -1747    28   164   -83     3  4085  -516   112    -4     2   927  
776 -18.63  22.43  -2398  -1523    13    59   -59    -1  4059  -578   147     8    -7   927  
780 -18.63  22.43  -2121  -1847    13    59   -59    -3  4059  -578   147    -3     6   927  
783 -18.65  22.43  -1975  -1672    -6   -25    13    -3  4071  -528   140    -8    -1   927  
786 -18.63  22.43  -2071  -1747    -6   -25    13    -2  4071  -528   140    -5     2   927  
790 -18.63  22.43  -2247  -1522    -6   -25    13    -1  4071  -528   140     2    -7   927  
793 -18.63  22.43  -2047  -1873   -20  -100    61     1  4067  -422   175    -6     7   927  
796 -18.63  22.43  -2397  -1524   -20  -100    61     0  4067  -422   175     8    -7   927  
800 -18.63  22.43  -2097  -1847   -28  -164    53     0  4065  -390   253    -4     6   927  
803 -18.63  22.43  -2123  -1723   -28  -164    53    -2  4065  -390   253    -3     1   927  
806 -18.63  22.43  -2047  -1573   -28  -164    53    -5  4065  -390   253    -6    -5   927  
810 -18.63  22.43  -2347  -1772   -27  -157    29    -8  4081  -437   386     6     3   927  
813 -18.63  22.43  -1997  -1549   -27  -157    29   -10  4081  -437   386    -8    -6   927  
816 -18.63  22.43  -2396  -1546   -21  -144     6   -13  4063  -474   468     8    -6   927  
820 -18.63  22.43  -2198  -1822   -21  -144     6   -13  4063  -474   468     0     5   927  
823 -18.63  22.43  -2071  -1645   -15   -65    16   -13  4029  -495   482    -5    -2   927  
826 -18.63  22.43  -2223  -1548   -15   -65    16    -9  4029  -495   482     1    -6   927  
830 -18.63  22.43  -2097  -1548   -15   -65    16    -6  4029  -495   482    -4    -6   927  
833 -18.63  22.43  -2196  -1873    -6    11    30    -2  4047  -466   507     0     7   927  
836 -18.63  22.43  -2322  -1647    -6    11    30     2  4047  -466   507     5    -2   927  
840 -18.65  22.43  -1949  -1597     5    84    25     6  4059  -398   457    -9    -4   926  
843 -18.63  22.43  -2396  -1521     5    84    25     8  4059  -398   457     8    -7   927  
846 -18.63  22.43  -1998  -1522     5    84    25    10  4059  -398   457    -8    -7   927  
850 -18.63  22.43  -2348  -1772    15   129    -6     9  4026  -403   399     6     3   927  
853 -18.63  22.43  -2321  -1599    15   129    -6     8  4026  -403   399     5    -4   927  
856 -18.63  22.43  -2297  -1571    24   150   -35     6  4057  -433   301     4    -5   927  
860 -18.63  22.43  -2346  -1672    24   150   -35     4  4057  -433   301     6    -1   927  
863 -18.63  22.43  -1996  -1873    25   138   -48     1  4060  -474   224    -8     7   927  
866 -18.63  22.43  -2396  -1699    25   138   -48     1  4060  -474   224     8     0   927  
870 -18.63  22.43  -1998  -1772    25   138   -48     0  4060  -474   224    -8     3   927  
873 -18.63  22.43  -2323  -1648    18    80   -43     0  4076  -490   177     5    -2   927  
876 -18.63  22.43  -1972  -1871    18    80   -43     1  4076  -490   177    -9     7   926  
880 -18.63  22.43  -2348  -1521     9     9   -33     3  4103  -484   140     6    -7   927  
883 -18.63  22.43  -2397  -1872     9     9   -33     4  4103  -484   140     8     7   927  
886 -18.63  22.43  -2373  -1672     9     9   -33     5  4103  -484   140     7    -1   927  
890 -18.63  22.43  -2021  -1774    -1   -33    -9     4  4044  -461   143    -7     3   926  
893 -18.63  22.43  -2397  -1798    -1   -33    -9     3  4044  -461   143     8     4   927  
896 -18.63  22.43  -2072  -1547   -11  -111     1     3  4100  -458   182    -5    -6   927  
900 -18.63  22.43  -2397  -1621   -11  -111     1     1  4100  -458   182     8    -3   927  
903 -18.63  22.43  -1972  -1872   -19  -178     7     0  4051  -472   230    -9     7   927  
906 -18.63  22.43  -2296  -1747   -19  -178     7    -1  4051  -472   230     4     2   927  
910 -18.63  22.43  -1998  -1871   -19  -178     7    -3  4051  -472   230    -8     7   926  
913 -18.63  22.43  -2122  -1522   -28  -215    13    -4  4078  -478   326    -3    -7   927  
916 -18.63  22.43  -2246  -1847   -28  -215    13    -4  4078  -478   326     2     6   927  
920 -18.63  22.43  -2024  -1647   -29  -216    16    -5  4063  -428   372    -7    -2   927  
923 -18.63  22.43  -2323  -1772   -29  -216    16    -4  4063  -428   372     5     3   926  
926 -18.63  22.43  -2272  -1522   -29  -216    16    -4  4063  -428   372     3    -7   927  
930 -18.63  22.43  -2096  -1873   -24  -179    13    -4  4036  -442   468    -4     7   927  
933 -18.63  22.43  -2021  -1624   -24  -179    13    -4  4036  -442   468    -7    -3   927  
936 -18.65  22.43  -2374  -1772   -16  -112    10    -5  4079  -445   510     8     3   927  
940 -18.63  22.43  -2371  -1696   -16  -112    10    -5  4079  -445   510     7     0   927  
943 -18.63  22.43  -2397  -1573    -4    13    14    -6  4049  -450   525     8    -5   927  
946 -18.63  22.43  -2023  -1697    -4    13    14    -6  4049  -450   525    -7     0   927  
